Time(s),ECG(mV)
27.712,0.095
27.716,0.1
27.72,0.105
27.724,0.095
27.728,0.115
27.732,0.11
27.736,0.115
27.74,0.115
27.744,0.12
27.748,0.12
27.752,0.125
27.756,0.11
27.76,0.12
27.764,0.125
27.768,0.135
27.772,0.135
27.776,0.14
27.78,0.14
27.784,0.135
27.788,0.155
27.792,0.165
27.796,0.16
27.8,0.155
27.804,0.165
27.808,0.18
27.812,0.18
27.816,0.18
27.82,0.19
27.824,0.2
27.828,0.2
27.832,0.2
27.836,0.21
27.84,0.215
27.844,0.23
27.848,0.22
27.852,0.23
27.856,0.24
27.86,0.23
27.864,0.235
27.868,0.24
27.872,0.23
27.876,0.24
27.88,0.22
27.884,0.235
27.888,0.22
27.892,0.22
27.896,0.215
27.9,0.19
27.904,0.195
27.908,0.16
27.912,0.155
27.916,0.125
27.92,0.13
27.924,0.095
27.928,0.075
27.932,0.07
27.936,0.06
27.94,0.035
27.944,0.025
27.948,0.04
27.952,0.015
27.956,0.01
27.96,-0.0
27.964,-0.005
27.968,-0.0
27.972,-0.0
27.976,0.005
27.98,-0.0
27.984,0.005
27.988,0.01
27.992,0.005
27.996,-0.0
28.0,-0.0
28.004,-0.0
28.008,0.02
28.012,-0.0
28.016,0.015
28.02,0.02
28.024,0.02
28.028,0.02
28.032,0.005
28.036,0.01
28.04,0.02
28.044,0.02
28.048,0.025
28.052,0.03
28.056,0.02
28.06,0.015
28.064,0.025
28.068,0.035
28.072,0.035
28.076,0.035
28.08,0.035
28.084,0.05
28.088,0.035
28.092,0.02
28.096,0.025
28.1,0.03
28.104,0.04
28.108,0.04
28.112,0.04
28.116,0.03
28.12,0.045
28.124,0.04
28.128,0.045
28.132,0.05
28.136,0.05
28.14,0.045
28.144,0.045
28.148,0.055
28.152,0.06
28.156,0.055
28.16,0.055
28.164,0.05
28.168,0.055
28.172,0.05
28.176,0.05
28.18,0.06
28.184,0.06
28.188,0.06
28.192,0.07
28.196,0.07
28.2,0.07
28.204,0.07
28.208,0.065
28.212,0.07
28.216,0.06
28.22,0.08
28.224,0.06
28.228,0.08
28.232,0.075
28.236,0.085
28.24,0.075
28.244,0.06
28.248,0.07
28.252,0.07
28.256,0.065
28.26,0.065
28.264,0.07
28.268,0.08
28.272,0.075
28.276,0.07
28.28,0.07
28.284,0.075
28.288,0.08
28.292,0.08
28.296,0.075
28.3,0.075
28.304,0.075
28.308,0.085
28.312,0.09
28.316,0.08
28.32,0.09
28.324,0.1
28.328,0.09
28.332,0.085
28.336,0.1
28.34,0.11
28.344,0.105
28.348,0.1
28.352,0.11
28.356,0.1
28.36,0.11
28.364,0.14
28.368,0.13
28.372,0.135
28.376,0.155
28.38,0.13
28.384,0.125
28.388,0.125
28.392,0.115
28.396,0.13
28.4,0.105
28.404,0.1
28.408,0.1
28.412,0.095
28.416,0.09
28.42,0.085
28.424,0.09
28.428,0.07
28.432,0.06
28.436,0.06
28.44,0.06
28.444,0.075
28.448,0.08
28.452,0.075
28.456,0.06
28.46,0.08
28.464,0.08
28.468,0.075
28.472,0.07
28.476,0.08
28.48,0.09
28.484,0.09
28.488,0.08
28.492,0.08
28.496,0.08
28.5,0.12
28.504,0.14
28.508,0.22
28.512,0.32
28.516,0.46
28.52,0.68
28.524,0.875
28.528,0.94
28.532,0.795
28.536,0.495
28.54,0.11
28.544,-0.23
28.548,-0.37
28.552,-0.38
28.556,-0.27
28.56,-0.15
28.564,-0.1
28.568,-0.035
28.572,-0.0
28.576,0.035
28.58,0.07
28.584,0.07
28.588,0.075
28.592,0.06
28.596,0.065
28.6,0.08
28.604,0.075
28.608,0.08
28.612,0.08
28.616,0.09
28.62,0.1
28.624,0.095
28.628,0.1
28.632,0.095
28.636,0.1
28.64,0.105
28.644,0.1
28.648,0.12
28.652,0.12
28.656,0.115
28.66,0.115
28.664,0.125
28.668,0.12
28.672,0.11
28.676,0.12
28.68,0.125
28.684,0.12
28.688,0.14
28.692,0.14
28.696,0.14
28.7,0.145
28.704,0.155
28.708,0.14
28.712,0.165
28.716,0.16
28.72,0.175
28.724,0.175
28.728,0.18
28.732,0.18
28.736,0.2
28.74,0.2
28.744,0.205
28.748,0.21
28.752,0.225
28.756,0.22
28.76,0.235
28.764,0.24
28.768,0.24
28.772,0.235
28.776,0.235
28.78,0.23
28.784,0.24
28.788,0.23
28.792,0.22
28.796,0.215
28.8,0.205
28.804,0.205
28.808,0.2
28.812,0.195
28.816,0.19
28.82,0.17
28.824,0.16
28.828,0.13
28.832,0.115
28.836,0.1
28.84,0.085
28.844,0.07
28.848,0.065
28.852,0.045
28.856,0.03
28.86,0.02
28.864,0.015
28.868,0.01
28.872,0.005
28.876,-0.0
28.88,-0.0
28.884,-0.0
28.888,0.005
28.892,0.005
28.896,-0.0
28.9,-0.0
28.904,-0.0
28.908,-0.0
28.912,0.005
28.916,0.02
28.92,0.02
28.924,0.01
28.928,0.02
28.932,0.015
28.936,0.005
28.94,0.01
28.944,0.02
28.948,0.025
28.952,0.03
28.956,0.035
28.96,0.04
28.964,0.03
28.968,0.04
28.972,0.035
28.976,0.025
28.98,0.02
28.984,0.03
28.988,0.02
28.992,0.02
28.996,0.035
29.0,0.03
29.004,0.035
29.008,0.03
29.012,0.03
29.016,0.035
29.02,0.035
29.024,0.03
29.028,0.04
29.032,0.045
29.036,0.045
29.04,0.045
29.044,0.05
29.048,0.06
29.052,0.04
29.056,0.045
29.06,0.055
29.064,0.05
29.068,0.05
29.072,0.04
29.076,0.06
29.08,0.06
29.084,0.055
29.088,0.06
29.092,0.06
29.096,0.06
29.1,0.06
29.104,0.05
29.108,0.06
29.112,0.055
29.116,0.06
29.12,0.06
29.124,0.07
29.128,0.07
29.132,0.06
29.136,0.07
29.14,0.075
29.144,0.08
29.148,0.075
29.152,0.07
29.156,0.08
29.16,0.07
29.164,0.08
29.168,0.075
29.172,0.08
29.176,0.065
29.18,0.08
29.184,0.075
29.188,0.08
29.192,0.08
29.196,0.08
29.2,0.07
29.204,0.09
29.208,0.07
29.212,0.085
29.216,0.065
29.22,0.08
29.224,0.075
29.228,0.07
29.232,0.07
29.236,0.08
29.24,0.085
29.244,0.105
29.248,0.1
29.252,0.095
29.256,0.09
29.26,0.105
29.264,0.12
29.268,0.105
29.272,0.125
29.276,0.14
29.28,0.14
29.284,0.125
29.288,0.14
29.292,0.135
29.296,0.115
29.3,0.12
29.304,0.11
29.308,0.115
29.312,0.095
29.316,0.105
29.32,0.09
29.324,0.1
29.328,0.08
29.332,0.08
29.336,0.08
29.34,0.07
29.344,0.075
29.348,0.07
29.352,0.06
29.356,0.07
29.36,0.075
29.364,0.08
29.368,0.07
29.372,0.06
29.376,0.06
29.38,0.065
29.384,0.07
29.388,0.075
29.392,0.08
29.396,0.08
29.4,0.07
29.404,0.1
29.408,0.135
29.412,0.18
29.416,0.26
29.42,0.4
29.424,0.605
29.428,0.815
29.432,0.91
29.436,0.895
29.44,0.64
29.444,0.245
29.448,-0.145
29.452,-0.35
29.456,-0.395
29.46,-0.32
29.464,-0.205
29.468,-0.12
29.472,-0.065
29.476,-0.02
29.48,0.025
29.484,0.05
29.488,0.08
29.492,0.07
29.496,0.06
29.5,0.06
29.504,0.08
29.508,0.08
29.512,0.07
29.516,0.085
29.52,0.1
29.524,0.08
29.528,0.09
29.532,0.1
29.536,0.1
29.54,0.095
29.544,0.1
29.548,0.105
29.552,0.1
29.556,0.095
29.56,0.1
29.564,0.12
29.568,0.115
29.572,0.115
29.576,0.125
29.58,0.12
29.584,0.125
29.588,0.13
29.592,0.13
29.596,0.13
29.6,0.14
29.604,0.145
29.608,0.16
29.612,0.155
29.616,0.16
29.62,0.165
29.624,0.17
29.628,0.18
29.632,0.18
29.636,0.19
29.64,0.2
29.644,0.2
29.648,0.205
29.652,0.2
29.656,0.22
29.66,0.225
29.664,0.23
29.668,0.23
29.672,0.24
29.676,0.21
29.68,0.22
29.684,0.23
29.688,0.23
29.692,0.215
29.696,0.235
29.7,0.22
29.704,0.21
29.708,0.215
29.712,0.2
29.716,0.2
29.72,0.185
29.724,0.165
29.728,0.165
29.732,0.14
29.736,0.12
29.74,0.115
29.744,0.1
29.748,0.075
29.752,0.06
29.756,0.04
29.76,0.02
29.764,0.03
29.768,0.025
29.772,0.02
29.776,0.015
29.78,-0.0
29.784,-0.005
29.788,-0.0
29.792,0.005
29.796,-0.0
29.8,-0.0
29.804,-0.0
29.808,0.01
29.812,0.005
29.816,0.01
29.82,0.005
29.824,0.005
29.828,0.01
29.832,0.005
29.836,0.015
29.84,0.015
29.844,0.02
29.848,0.015
29.852,0.015
29.856,0.015
29.86,0.02
29.864,0.02
29.868,0.025
29.872,0.02
29.876,0.025
29.88,0.025
29.884,0.03
29.888,0.03
29.892,0.03
29.896,0.035
29.9,0.04
29.904,0.04
29.908,0.035
29.912,0.035
29.916,0.04
29.92,0.035
29.924,0.03
29.928,0.04
29.932,0.035
29.936,0.045
29.94,0.045
29.944,0.03
29.948,0.05
29.952,0.045
29.956,0.035
29.96,0.04
29.964,0.04
29.968,0.05
29.972,0.05
29.976,0.04
29.98,0.055
29.984,0.055
29.988,0.06
29.992,0.06
29.996,0.065
30.0,0.055
30.004,0.06
30.008,0.065
30.012,0.07
30.016,0.065
30.02,0.065
30.024,0.06
30.028,0.07
30.032,0.065
30.036,0.075
30.04,0.06
30.044,0.06
30.048,0.07
30.052,0.065
30.056,0.06
30.06,0.065
30.064,0.075
30.068,0.075
30.072,0.075
30.076,0.07
30.08,0.065
30.084,0.07
30.088,0.065
30.092,0.07
30.096,0.08
30.1,0.08
30.104,0.075
30.108,0.085
30.112,0.095
30.116,0.1
30.12,0.1
30.124,0.115
30.128,0.115
30.132,0.11
30.136,0.11
30.14,0.12
30.144,0.125
30.148,0.14
30.152,0.125
30.156,0.125
30.16,0.13
30.164,0.12
30.168,0.125
30.172,0.12
30.176,0.11
30.18,0.1
30.184,0.1
30.188,0.095
30.192,0.1
30.196,0.08
30.2,0.08
30.204,0.06
30.208,0.06
30.212,0.05
30.216,0.06
30.22,0.06
30.224,0.06
30.228,0.06
30.232,0.06
30.236,0.055
30.24,0.06
30.244,0.07
30.248,0.075
30.252,0.075
30.256,0.07
30.26,0.08
30.264,0.08
30.268,0.08
30.272,0.075
30.276,0.1
30.28,0.125
30.284,0.185
30.288,0.29
30.292,0.42
30.296,0.61
30.3,0.8
30.304,0.89
30.308,0.845
30.312,0.57
30.316,0.2
30.32,-0.175
30.324,-0.335
30.328,-0.38
30.332,-0.295
30.336,-0.175
30.34,-0.1
30.344,-0.055
30.348,-0.0
30.352,0.04
30.356,0.085
30.36,0.08
30.364,0.08
30.368,0.08
30.372,0.085
30.376,0.085
30.38,0.09
30.384,0.08
30.388,0.1
30.392,0.1
30.396,0.1
30.4,0.1
30.404,0.105
30.408,0.1
30.412,0.1
30.416,0.11
30.42,0.11
30.424,0.115
30.428,0.11
30.432,0.115
30.436,0.13
30.44,0.135
30.444,0.13
30.448,0.13
30.452,0.125
30.456,0.12
30.46,0.125
30.464,0.14
30.468,0.14
30.472,0.145
30.476,0.16
30.48,0.15
30.484,0.16
30.488,0.16
30.492,0.175
30.496,0.18
30.5,0.18
30.504,0.185
30.508,0.205
30.512,0.205
30.516,0.21
30.52,0.22
30.524,0.215
30.528,0.215
30.532,0.24
30.536,0.24
30.54,0.22
30.544,0.225
30.548,0.23
30.552,0.22
30.556,0.22
30.56,0.23
30.564,0.225
30.568,0.22
30.572,0.22
30.576,0.215
30.58,0.205
30.584,0.2
30.588,0.18
30.592,0.18
30.596,0.15
30.6,0.14
30.604,0.135
30.608,0.11
30.612,0.11
30.616,0.09
30.62,0.08
30.624,0.06
30.628,0.045
30.632,0.03
30.636,0.02
30.64,0.015
30.644,0.015
30.648,0.015
30.652,0.005
30.656,0.015
30.66,0.02
30.664,-0.0
30.668,-0.0
30.672,0.01
30.676,-0.0
30.68,0.01
30.684,-0.0
30.688,0.02
30.692,0.025
30.696,-0.0
30.7,0.005
30.704,0.01
30.708,0.015
30.712,0.015
30.716,0.025
30.72,0.025
30.724,0.02
30.728,0.035
30.732,0.02
30.736,0.02
30.74,0.035
30.744,0.02
30.748,0.02
30.752,0.045
30.756,0.025
30.76,0.04
30.764,0.035
30.768,0.04
30.772,0.04
30.776,0.04
30.78,0.05
30.784,0.04
30.788,0.045
30.792,0.05
30.796,0.03
30.8,0.03
30.804,0.04
30.808,0.04
30.812,0.04
30.816,0.04
30.82,0.05
30.824,0.06
30.828,0.03
30.832,0.05
30.836,0.05
30.84,0.035
30.844,0.055
30.848,0.05
30.852,0.045
30.856,0.06
30.86,0.06
30.864,0.05
30.868,0.06
30.872,0.06
30.876,0.07
30.88,0.065
30.884,0.05
30.888,0.07
30.892,0.06
30.896,0.085
30.9,0.055
30.904,0.06
30.908,0.08
30.912,0.065
30.916,0.07
30.92,0.075
30.924,0.08
30.928,0.08
30.932,0.08
30.936,0.075
30.94,0.07
30.944,0.095
30.948,0.09
30.952,0.105
30.956,0.11
30.96,0.095
30.964,0.09
30.968,0.1
30.972,0.1
30.976,0.12
30.98,0.135
30.984,0.14
30.988,0.15
30.992,0.12
30.996,0.125
31.0,0.115
31.004,0.115
31.008,0.105
31.012,0.105
31.016,0.12
31.02,0.09
31.024,0.1
31.028,0.08
31.032,0.085
31.036,0.08
31.04,0.07
31.044,0.06
31.048,0.055
31.052,0.06
31.056,0.07
31.06,0.06
31.064,0.06
31.068,0.06
31.072,0.055
31.076,0.05
31.08,0.065
31.084,0.05
31.088,0.065
31.092,0.075
31.096,0.07
31.1,0.065
31.104,0.07
31.108,0.07
31.112,0.1
31.116,0.12
31.12,0.18
31.124,0.31
31.128,0.46
31.132,0.665
31.136,0.83
31.14,0.885
31.144,0.7
31.148,0.42
31.152,0.06
31.156,-0.25
31.16,-0.35
31.164,-0.355
31.168,-0.22
31.172,-0.13
31.176,-0.045
31.18,-0.025
31.184,0.005
31.188,0.025
31.192,0.075
31.196,0.075
31.2,0.07
31.204,0.06
31.208,0.08
31.212,0.075
31.216,0.08
31.22,0.08
31.224,0.09
31.228,0.09
31.232,0.1
31.236,0.105
31.24,0.115
31.244,0.1
31.248,0.1
31.252,0.11
31.256,0.105
31.26,0.12
31.264,0.115
31.268,0.13
31.272,0.135
31.276,0.12
31.28,0.125
31.284,0.14
31.288,0.135
31.292,0.14
31.296,0.13
31.3,0.14
31.304,0.15
31.308,0.14
31.312,0.14
31.316,0.15
31.32,0.155
31.324,0.16
31.328,0.165
31.332,0.16
31.336,0.18
31.34,0.2
31.344,0.205
31.348,0.2
31.352,0.185
31.356,0.21
31.36,0.22
31.364,0.22
31.368,0.22
31.372,0.225
31.376,0.215
31.38,0.23
31.384,0.215
31.388,0.225
31.392,0.22
31.396,0.205
31.4,0.21
31.404,0.205
31.408,0.21
31.412,0.195
31.416,0.175
31.42,0.17
31.424,0.15
31.428,0.16
31.432,0.145
31.436,0.13
31.44,0.105
31.444,0.1
31.448,0.085
31.452,0.07
31.456,0.045
31.46,0.035
31.464,0.035
31.468,0.03
31.472,0.02
31.476,0.02
31.48,-0.0
31.484,0.005
31.488,0.015
31.492,0.02
31.496,-0.0
31.5,0.005
31.504,0.005
31.508,0.005
31.512,0.02
31.516,0.005
31.52,0.02
31.524,0.02
31.528,0.035
31.532,0.02
31.536,0.02
31.54,0.025
31.544,0.035
31.548,0.04
31.552,0.03
31.556,0.04
31.56,0.02
31.564,0.04
31.568,0.035
31.572,0.04
31.576,0.04
31.58,0.03
31.584,0.035
31.588,0.04
31.592,0.055
31.596,0.04
31.6,0.04
31.604,0.035
31.608,0.05
31.612,0.05
31.616,0.05
31.62,0.04
31.624,0.04
31.628,0.06
31.632,0.05
31.636,0.06
31.64,0.06
31.644,0.055
31.648,0.045
31.652,0.04
31.656,0.05
31.66,0.06
31.664,0.06
31.668,0.055
31.672,0.05
31.676,0.04
31.68,0.05
31.684,0.05
31.688,0.045
31.692,0.05
31.696,0.045
31.7,0.04
31.704,0.06
31.708,0.055
31.712,0.045
31.716,0.055
31.72,0.055
31.724,0.06
31.728,0.06
31.732,0.045
31.736,0.055
31.74,0.075
31.744,0.07
31.748,0.065
31.752,0.065
31.756,0.07
31.76,0.06
31.764,0.055
31.768,0.06
31.772,0.07
31.776,0.08
31.78,0.08
31.784,0.08
31.788,0.095
31.792,0.1
31.796,0.09
31.8,0.115
31.804,0.12
31.808,0.12
31.812,0.14
31.816,0.115
31.82,0.135
31.824,0.12
31.828,0.11
31.832,0.115
31.836,0.1
31.84,0.1
31.844,0.105
31.848,0.095
31.852,0.085
31.856,0.08
31.86,0.075
31.864,0.08
31.868,0.07
31.872,0.065
31.876,0.065
31.88,0.06
31.884,0.06
31.888,0.075
31.892,0.065
31.896,0.06
31.9,0.06
31.904,0.065
31.908,0.06
31.912,0.07
31.916,0.06
31.92,0.06
31.924,0.075
31.928,0.06
31.932,0.065
31.936,0.08
31.94,0.135
31.944,0.18
31.948,0.255
31.952,0.4
31.956,0.61
31.96,0.81
31.964,0.885
31.968,0.85
31.972,0.57
31.976,0.17
31.98,-0.205
31.984,-0.365
31.988,-0.395
31.992,-0.3
31.996,-0.18
32.0,-0.1
32.004,-0.06
32.008,-0.01
32.012,0.015
32.016,0.05
32.02,0.065
32.024,0.055
32.028,0.06
32.032,0.05
32.036,0.06
32.04,0.06
32.044,0.07
32.048,0.075
32.052,0.07
32.056,0.085
32.06,0.07
32.064,0.09
32.068,0.08
32.072,0.095
32.076,0.1
32.08,0.1
32.084,0.1
32.088,0.095
32.092,0.115
32.096,0.11
32.1,0.1
32.104,0.115
32.108,0.115
32.112,0.13
32.116,0.125
32.12,0.135
32.124,0.135
32.128,0.14
32.132,0.155
32.136,0.145
32.14,0.155
32.144,0.16
32.148,0.17
32.152,0.175
32.156,0.175
32.16,0.175
32.164,0.18
32.168,0.195
32.172,0.19
32.176,0.2
32.18,0.215
32.184,0.215
32.188,0.225
32.192,0.235
32.196,0.225
32.2,0.22
32.204,0.25
32.208,0.225
32.212,0.235
32.216,0.235
32.22,0.24
32.224,0.225
32.228,0.23
32.232,0.22
32.236,0.21
32.24,0.21
32.244,0.18
32.248,0.18
32.252,0.165
32.256,0.145
32.26,0.125
32.264,0.12
32.268,0.08
32.272,0.09
32.276,0.06
32.28,0.06
32.284,0.025
32.288,0.03
32.292,0.02
32.296,0.01
32.3,0.005
32.304,-0.0
32.308,-0.005
32.312,-0.005
32.316,-0.01
32.32,-0.015
32.324,-0.02
32.328,-0.015
32.332,-0.005
32.336,-0.01
32.34,-0.005
32.344,-0.01
32.348,-0.0
32.352,-0.0
32.356,-0.0
32.36,-0.0
32.364,0.005
32.368,0.01
32.372,0.01
32.376,0.005
32.38,0.02
32.384,0.015
32.388,0.02
32.392,0.025
32.396,0.025
32.4,0.025
32.404,0.035
32.408,0.045
32.412,0.03
32.416,0.04
32.42,0.04
32.424,0.055
32.428,0.04
32.432,0.05
32.436,0.04
32.44,0.04
32.444,0.04
32.448,0.05
32.452,0.06
32.456,0.055
32.46,0.06
32.464,0.06
32.468,0.06
32.472,0.06
32.476,0.055
32.48,0.06
32.484,0.045
32.488,0.055
32.492,0.06
32.496,0.065
32.5,0.045
32.504,0.06
32.508,0.06
32.512,0.06
32.516,0.045
32.52,0.05
32.524,0.05
32.528,0.07
32.532,0.06
32.536,0.05
32.54,0.07
32.544,0.055
32.548,0.065
32.552,0.055
32.556,0.055
32.56,0.06
32.564,0.06
32.568,0.06
32.572,0.065
32.576,0.075
32.58,0.055
32.584,0.07
32.588,0.06
32.592,0.065
32.596,0.07
32.6,0.075
32.604,0.085
32.608,0.085
32.612,0.09
32.616,0.09
32.62,0.09
32.624,0.095
32.628,0.1
32.632,0.105
32.636,0.11
32.64,0.125
32.644,0.135
32.648,0.13
32.652,0.125
32.656,0.13
32.66,0.125
32.664,0.105
32.668,0.115
32.672,0.12
32.676,0.115
32.68,0.105
32.684,0.095
32.688,0.1
32.692,0.095
32.696,0.085
32.7,0.08
32.704,0.06
32.708,0.06
32.712,0.06
32.716,0.065
32.72,0.07
32.724,0.06
32.728,0.07
32.732,0.06
32.736,0.07
32.74,0.07
32.744,0.07
32.748,0.08
32.752,0.06
32.756,0.09
32.76,0.08
32.764,0.075
32.768,0.075
32.772,0.11
32.776,0.155
32.78,0.19
32.784,0.295
32.788,0.44
32.792,0.64
32.796,0.825
32.8,0.955
32.804,0.865
32.808,0.59
32.812,0.19
32.816,-0.2
32.82,-0.36
32.824,-0.385
32.828,-0.28
32.832,-0.18
32.836,-0.095
32.84,-0.05
32.844,-0.0
32.848,0.025
32.852,0.05
32.856,0.07
32.86,0.08
32.864,0.06
32.868,0.055
32.872,0.07
32.876,0.08
32.88,0.075
32.884,0.085
32.888,0.095
32.892,0.09
32.896,0.09
32.9,0.1
32.904,0.11
32.908,0.09
32.912,0.12
32.916,0.1
32.92,0.12
32.924,0.1
32.928,0.12
32.932,0.1
32.936,0.125
32.94,0.105
32.944,0.115
32.948,0.135
32.952,0.12
32.956,0.125
32.96,0.135
32.964,0.14
32.968,0.15
32.972,0.14
32.976,0.145
32.98,0.15
32.984,0.155
32.988,0.175
32.992,0.18
32.996,0.185
33.0,0.185
33.004,0.195
33.008,0.19
33.012,0.2
33.016,0.215
33.02,0.22
33.024,0.22
33.028,0.235
33.032,0.24
33.036,0.235
33.04,0.24
33.044,0.25
33.048,0.26
33.052,0.24
33.056,0.24
33.06,0.25
33.064,0.24
33.068,0.225
33.072,0.22
33.076,0.205
33.08,0.18
33.084,0.185
33.088,0.185
33.092,0.17
33.096,0.14
33.1,0.125
33.104,0.12
33.108,0.085
33.112,0.075
33.116,0.065
33.12,0.04
33.124,0.035
33.128,0.035
33.132,0.015
33.136,0.02
33.14,0.015
33.144,0.005
33.148,-0.0
33.152,0.01
33.156,-0.0
33.16,-0.0
33.164,-0.0
33.168,-0.005
33.172,0.01
33.176,-0.0
33.18,0.005
33.184,0.02
33.188,0.02
33.192,-0.0
33.196,0.005
33.2,0.015
33.204,-0.0
33.208,0.025
33.212,0.02
33.216,0.01
33.22,0.025
33.224,0.01
33.228,0.025
33.232,0.025
33.236,0.02
33.24,0.025
33.244,0.02
33.248,0.02
33.252,0.035
33.256,0.03
33.26,0.035
33.264,0.04
33.268,0.04
33.272,0.045
33.276,0.04
33.28,0.04
33.284,0.04
33.288,0.05
33.292,0.05
33.296,0.065
33.3,0.03
33.304,0.05
33.308,0.055
33.312,0.035
33.316,0.045
33.32,0.06
33.324,0.05
33.328,0.05
33.332,0.05
33.336,0.06
33.34,0.065
33.344,0.055
33.348,0.06
33.352,0.06
33.356,0.065
33.36,0.06
33.364,0.065
33.368,0.065
33.372,0.05
33.376,0.055
33.38,0.06
33.384,0.06
33.388,0.07
33.392,0.07
33.396,0.07
33.4,0.075
33.404,0.06
33.408,0.065
33.412,0.07
33.416,0.065
33.42,0.075
33.424,0.07
33.428,0.08
33.432,0.075
33.436,0.075
33.44,0.08
33.444,0.07
33.448,0.08
33.452,0.08
33.456,0.07
33.46,0.08
33.464,0.08
33.468,0.09
33.472,0.085
33.476,0.095
33.48,0.1
33.484,0.095
33.488,0.1
33.492,0.1
33.496,0.105
33.5,0.11
33.504,0.125
33.508,0.13
33.512,0.145
33.516,0.12
33.52,0.13
33.524,0.11
33.528,0.105
33.532,0.12
33.536,0.115
33.54,0.095
33.544,0.1
33.548,0.1
33.552,0.1
33.556,0.08
33.56,0.075
33.564,0.065
33.568,0.065
33.572,0.06
33.576,0.065
33.58,0.06
33.584,0.06
33.588,0.065
33.592,0.06
33.596,0.07
33.6,0.07
33.604,0.06
33.608,0.065
33.612,0.08
33.616,0.08
33.62,0.07
33.624,0.08
33.628,0.08
33.632,0.075
33.636,0.12
33.64,0.14
33.644,0.19
33.648,0.31
33.652,0.45
33.656,0.665
33.66,0.86
33.664,0.975
33.668,0.815
33.672,0.52
33.676,0.125
33.68,-0.225
33.684,-0.35
33.688,-0.365
33.692,-0.25
33.696,-0.145
33.7,-0.085
33.704,-0.035
33.708,0.015
33.712,0.04
33.716,0.06
33.72,0.07
33.724,0.06
33.728,0.065
33.732,0.07
33.736,0.065
33.74,0.08
33.744,0.09
33.748,0.08
33.752,0.08
33.756,0.095
33.76,0.1
33.764,0.105
33.768,0.1
33.772,0.095
33.776,0.12
33.78,0.095
33.784,0.115
33.788,0.12
33.792,0.115
33.796,0.105
33.8,0.12
33.804,0.115
33.808,0.125
33.812,0.12
33.816,0.14
33.82,0.12
33.824,0.14
33.828,0.14
33.832,0.135
33.836,0.14
33.84,0.14
33.844,0.14
33.848,0.155
33.852,0.165
33.856,0.175
33.86,0.175
33.864,0.18
33.868,0.185
33.872,0.2
33.876,0.21
33.88,0.215
33.884,0.225
33.888,0.22
33.892,0.225
33.896,0.24
33.9,0.23
33.904,0.225
33.908,0.24
33.912,0.24
33.916,0.23
33.92,0.225
33.924,0.23
33.928,0.22
33.932,0.225
33.936,0.215
33.94,0.215
33.944,0.195
33.948,0.19
33.952,0.175
33.956,0.165
33.96,0.14
33.964,0.125
33.968,0.12
33.972,0.1
33.976,0.085
33.98,0.075
33.984,0.045
33.988,0.04
33.992,0.04
33.996,0.035
34.0,0.02
34.004,0.02
34.008,0.01
34.012,0.015
34.016,0.005
34.02,0.02
34.024,0.01
34.028,0.005
34.032,-0.0
34.036,0.015
34.04,-0.0
34.044,0.005
34.048,0.015
34.052,0.015
34.056,0.01
34.06,0.005
34.064,0.025
34.068,0.02
34.072,0.02
34.076,0.035
34.08,0.01
34.084,0.025
34.088,0.02
34.092,0.025
34.096,0.03
34.1,0.03
34.104,0.03
34.108,0.02
34.112,0.045
34.116,0.035
34.12,0.03
34.124,0.02
34.128,0.04
34.132,0.04
34.136,0.03
34.14,0.025
34.144,0.04
34.148,0.03
34.152,0.05
34.156,0.05
34.16,0.04
34.164,0.045
34.168,0.06
34.172,0.05
34.176,0.045
34.18,0.055
34.184,0.04
34.188,0.04
34.192,0.06
34.196,0.04
34.2,0.05
34.204,0.055
34.208,0.04
34.212,0.05
34.216,0.055
34.22,0.045
34.224,0.06
34.228,0.06
34.232,0.06
34.236,0.05
34.24,0.06
34.244,0.05
34.248,0.065
34.252,0.06
34.256,0.07
34.26,0.07
34.264,0.065
34.268,0.07
34.272,0.08
34.276,0.06
34.28,0.08
34.284,0.075
34.288,0.08
34.292,0.085
34.296,0.08
34.3,0.07
34.304,0.08
34.308,0.075
34.312,0.08
34.316,0.09
34.32,0.08
34.324,0.075
34.328,0.08
34.332,0.08
34.336,0.09
34.34,0.08
34.344,0.08
34.348,0.08
34.352,0.08
34.356,0.085
34.36,0.08
34.364,0.08
34.368,0.095
34.372,0.09
34.376,0.1
34.38,0.12
34.384,0.1
34.388,0.11
34.392,0.11
34.396,0.105
34.4,0.125
34.404,0.14
34.408,0.14
34.412,0.15
34.416,0.14
34.42,0.14
34.424,0.125
34.428,0.13
34.432,0.12
34.436,0.125
34.44,0.11
34.444,0.12
34.448,0.1
34.452,0.1
34.456,0.095
34.46,0.08
34.464,0.075
34.468,0.06
34.472,0.07
34.476,0.055
34.48,0.06
34.484,0.065
34.488,0.08
34.492,0.06
34.496,0.07
34.5,0.06
34.504,0.08
34.508,0.08
34.512,0.08
34.516,0.08
34.52,0.085
34.524,0.08
34.528,0.075
34.532,0.08
34.536,0.1
34.54,0.125
34.544,0.195
34.548,0.285
34.552,0.42
34.556,0.625
34.56,0.82
34.564,0.93
34.568,0.87
34.572,0.57
34.576,0.21
34.58,-0.17
34.584,-0.335
34.588,-0.38
34.592,-0.28
34.596,-0.165
34.6,-0.1
34.604,-0.055
34.608,-0.0
34.612,0.045
34.616,0.065
34.62,0.08
34.624,0.09
34.628,0.075
34.632,0.065
34.636,0.08
34.64,0.08
